1/1/2014,Rent,1219,Rent
1/2/2014,Valkyria Chronicles - Playstation 3,18.81,Fun
1/2/2014,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger Lipstick-Sized External Battery Power Bank Pack for most Smartphones and other USB-charged dev,43.58,Gear
1/2/2014,"eneloop NEW 800 mAh Typical, 750 mAh Minimum, 1500 cycle, 4 pack AAA, Ni-MH Pre-Charged Rechargeable Batteries",8.71,Gear
1/2/2014,EB GAMES #4887,58.61,Fun
1/4/2014,CAFE LEILA,14.12,Food
1/4/2014,7 DAYS A WEEK SMOG,59,Trans
1/4/2014,PATTIS AUTO CARE,299.31,Trans
1/5/2014,PET FOOD EXPRESS 3027,60.54,Cats
1/5/2014,SQ *CAFE YESTERDAY,10.66,Food
1/5/2014,MONTE CRISTO TAQUE,8.99,Food
1/6/2014,"Sedona Labs Iflora Nasal Health Capsules, 90-Count",18.1,Health
1/8/2014,TRADER JOES #186  QPS,15.19,Food
1/9/2014,MONTE CRISTO TAQUE,17.99,Food
1/9/2014,VZWRLSS*APOCC VISE,134.03,Util
1/11/2014,MONTEREY MARKET,72.65,Food
1/11/2014,SQ *CAFE YESTERDAY,10.3,Food
1/12/2014,TRADER JOES #186  QPS,10.28,Food
1/13/2014,COMCAST          COMCAST    0500741507  SPA WEB ID: C815540000,68.94,Util
1/13/2014,WALGREENS #15025,7.07,Health
1/14/2014,COUNTRY CHEESE,7.82,Food
1/14/2014,ORCHARD SUPPLY #470,27.82,Home
1/14/2014,THE HOME DEPOT 627,25.86,Home
1/15/2014,HALAC CORPORATION DBA,10.9,Food
1/15/2014,LIBRARY GARDENS 81238,5,Food
1/15/2014,CI OF BERKELEY SHATTUCK,1.95,Misc
1/16/2014,MAUI DIVE SHOP,51.98,Travel
1/16/2014,PET FOOD EXPRESS 3027,53.79,Cats
1/16/2014,BANGKOK CUISINE,26.5,Food
1/16/2014,ALIVE AND WELL NATURAL HE,55.04,Food
1/16/2014,KMART 7488,34.25,Gear
1/17/2014,NON-CHASE ATM FEE-WITH,2,Cash
1/17/2014,NON-CHASE ATM WITHDRAW               110898  01/17820 OLOWA,82.75,Cash
1/17/2014,SAFEWAY  STORE00012229,37.68,Food
1/17/2014,PWF ECO ADVENTURES,34.27,Travel
1/18/2014,ALIVE AND WELL NATURAL HE,24.98,Food
1/18/2014,SHELL OIL 57444727101,20.4,Travel
1/18/2014,ALIVE AND WELL NATURAL HE,33,Food
1/20/2014,DA KITCHEN EXPRESS,25.73,Food
1/20/2014,LAVA JAVA COFFEE ROAST,20.75,Food
1/21/2014,NON-CHASE ATM FEE-WITH,2,Cash
1/21/2014,NON-CHASE ATM WITHDRAW               854205  01/203750 WAIL,63.25,Cash
1/21/2014,ALIVE AND WELL NATURAL HE,11.93,Food
1/21/2014,MAUI SEASIDE HOTEL,119.08,Travel
1/21/2014,SHELL OIL 57444727101,31.95,Travel
1/21/2014,ENTERPRISE RENT-A-CAR,148.23,Travel
1/21/2014,STILLWELLS BAKERY,19.4,Food
1/22/2014,MONTE CRISTO TAQUE,20.22,Food
1/23/2014,DREW HARRIS      IAT PAYPAL 42KJ27S7LCMRA   WEB ID: 770510487C,12.98,Fun
1/23/2014,ATHINEON,10.98,Food
1/24/2014,"Hoover SteamVac Carpet Washer with Clean Surge, F5914900",151.49,Home
1/24/2014,ORDERS@GOODEGGS.COM,24,Food
1/24/2014,CI OF BERKELEY SHATTUCK,1.35,Misc
1/24/2014,BANGKOK THAI CUISINE,36,Food
1/24/2014,WALGREENS #15025,51.54,Health
1/25/2014,MAGNANIS POULTRY,12.86,Food
1/25/2014,MONTEREY MARKET,96.2,Food
1/25/2014,NORIEGA PRODUCE,8.18,Food
1/25/2014,COUNTRY CHEESE COFFEE MAR,10.24,Food
1/26/2014,The Science of Good Cooking (Cooks Illustrated Cookbooks),33.38,Gear
1/26/2014,Bose SoundLink Mini Bluetooth Speaker,216.92,Gear
1/26/2014,Puzzles to Puzzle You,7.36,Gear
1/27/2014,AU COQUELET CAFE,4,Food
1/28/2014,A River Lost: The Life and Death of the Columbia (Revised and Updated),13.49,Gear
1/28/2014,Water Matters: Why We Need to Act Now to Save Our Most Critical Resource,19.16,Gear
1/28/2014,Introduction to Water in California (California Natural History Guides),18.83,Gear
1/28/2014,LIBRARY GARDENS 81238,8,Food
1/28/2014,PET FOOD EXPRESS 3027,45.49,Cats
1/28/2014,MONTE CRISTO TAQUE,17.22,Food
1/29/2014,ATM WITHDRAWAL                       005331  01/292150 SHAT,60,Cash
1/29/2014,ALMARE LLC,5.5,Food
1/29/2014,CVS PHARMACY #3026,8.94,Health
1/29/2014,"SQ *THE SANDWICH SPOT, BE",9.71,Food
1/29/2014,SFSU STATION CAFE,5.5,Food
1/30/2014,Rat Island: Predators in Paradise and the Worlds Greatest Wildlife Rescue,11.34,Gear
1/30/2014,SFSU STATION CAFE,5.9,Food
1/30/2014,WALGREENS #15025,68.65,Health
1/30/2014,SQ *TAQUERIA GIRASOL,7.04,Food
1/31/2014,PGE,77.92,Util
1/31/2014,EBMUD,42.17,Util
2/1/2014,Rent,1219,Rent
2/1/2014,ANIMAL FARM,7.62,Home
2/1/2014,REI 12 BERKELEY,55.91,Gear
2/1/2014,LA MISSION,17.6,Food
2/2/2014,"Avatar: The Last Airbender, The Search",30.59,Gear
2/2/2014,UNIVERSITY VALERO,10,Trans
2/2/2014,TRADER JOES #186  QPS,29.26,Food
2/2/2014,TRADER JOES #186  QPS,13.97,Food
2/3/2014,Celestron 71330 Nature DX 8x32 Binocular (Army Green),91.02,Gear
2/3/2014,LIBRARY GARDENS 81238,10,Food
2/3/2014,ACT*East Bay Reg Parks,138,Fun
2/3/2014,FASTRAK CSC,25,Trans
2/4/2014,STATE OF CALIF DMV INT SC,130,Trans
2/5/2014,SFSU STATION CAFE,7.45,Food
2/5/2014,CHEVRON 00090877,39.3,Trans
2/5/2014,BERKELEY ACE HDWE,8.7,Home
2/6/2014,SUSHIKO JAPANESE RESTAUR,25,Food
2/6/2014,PET FOOD EXPRESS 3027,51.86,Cats
2/6/2014,HA TIEN COVE,7.05,Food
2/6/2014,TMS*SHAHJERD MANAGEMEN,31.13,Food
2/6/2014,TRADER JOES #186  QPS,6.98,Food
2/7/2014,RASDASHEN MARKET,30,Food
2/8/2014,MAGNANIS POULTRY,13.9,Food
2/8/2014,MONTEREY MARKET,64.57,Food
2/8/2014,COUNTRY CHEESE COFFEE MAR,15.23,Food
2/9/2014,VZWRLSS*APOCC VISE,134.06,Util
2/11/2014,COMCAST          COMCAST    0500741507  SPA WEB ID: C815540000,70.94,Util
2/12/2014,PFD*PET360,19,Cats
2/13/2014,RED TOMATOE PIZZA HOUS,15.76,Fun
2/13/2014,SUNNY SIDE CAFE OXFORD ST,16,Food
2/14/2014,BERKELEY REPERTORY THTR,53,Fun
2/15/2014,HALF PRICE BOOKS #037,17.95,Gear
2/15/2014,SUSHIKO JAPANESE RESTAUR,40,Food
2/15/2014,BERKELEY ACE HDWE,10.89,Home
2/16/2014,SODA POPINSKIS,11,Fun
2/17/2014,TRADER JOES #186  QPS,11.87,Food
2/17/2014,MONTE CRISTO TAQUE,18.22,Food
2/17/2014,FASTRAK CSC,25,Trans
2/18/2014,Trademark Games 9 Piece Bocce Ball Set with Easy Carry Nylon Case,43.56,Gear
2/18/2014,Dunlop Play Smash 4 Player Badminton Set,44.99,Gear
2/18/2014,Mavis 2000 Nylon Tournament Shuttle-Yellow (1/2 dozen),17.31,Gear
2/18/2014,MONTEREY MARKET,41.18,Food
2/18/2014,GIOIA PIZZERIA,7,Food
2/18/2014,SFSU STATION CAFE,5.5,Food
2/18/2014,PET FOOD EXPRESS 3027,21.39,Cats
2/19/2014,ATM WITHDRAWAL                       000175  02/192150 SHAT,100,Cash
2/20/2014,THEECONOMIST NEWSPAPER,36,Gear
2/20/2014,SFSU STATION CAFE,2,Food
2/21/2014,CAFE PLATANO,22,Food
2/22/2014,REI 12 BERKELEY,32.65,Gear
2/22/2014,TRADER JOES #186  QPS,23.51,Food
2/22/2014,WESTBRAE NURSERY,46.26,Home
2/22/2014,GIOIA PIZZERIA,10.5,Food
2/22/2014,COUNTRY CHEESE COFFEE MAR,9.26,Food
2/22/2014,MONTEREY MARKET,61.97,Food
2/23/2014,SAFEWAY  STORE00006916,21.35,Food
2/23/2014,7-ELEVEN 18855,3.48,Misc
2/24/2014,AU COQUELET CAFE,10,Food
2/24/2014,CI OF BERKELEY SHATTUCK,0.9,Misc
2/24/2014,CHEVRON 00090877,42.01,Trans
2/25/2014,SQ *TAQUERIA GIRASOL SFSU,7.04,Food
2/26/2014,LAMA BEANS,10.36,Food
2/26/2014,TRADER JOES #236  QPS,33.06,Food
2/27/2014,SQ *TAQUERIA GIRASOL SFSU,7.25,Food
2/27/2014,TRADER JOES #186  QPS,6.67,Food
2/27/2014,RED TOMATOE PIZZA HOUS,14.75,Fun
2/27/2014,SOUTHWES    5262195526903,125.5,Travel
2/28/2014,PGE,84.96,Util
2/28/2014,EBMUD,42.17,Util
2/28/2014,ATM WITHDRAWAL                       002336  02/282150 SHAT,100,Cash
2/28/2014,BANGKOK THAI CUISINE,26,Food
3/1/2014,Rent,1219,Rent
3/1/2014,MONTEREY MARKET,59.4,Food
3/1/2014,PET VET/PET FOOD -,52.71,Cats
3/2/2014,POINT REYES NATIONAL SEAS,21.7,Fun
3/2/2014,TRADER JOES #186  QPS,10.95,Food
3/2/2014,GRAND OAKS RESTAURANT,44,Food
3/3/2014,OXO Good Grips Dustpan and Brush Set,10.89,Home
3/3/2014,"Hearos Ultimate Softness Series Foam Earplugs, 20-Pair",7.62,Misc
3/3/2014,SOUTHWES    5262196482008,7.5,Travel
3/3/2014,SOUTHWES    5260642172502,25,Travel
3/5/2014,$50 PlayStation Store Gift Card - PS3/ PS4/ PS Vita [Digital Code],49.99,Fun
3/5/2014,UNIVERSITY HAIR CARE,16,Misc
3/5/2014,MONTE CRISTO TAQUE,17.22,Food
3/5/2014,ASI*HUMBLE BUNDLE,5,Fun
3/6/2014,Amazon Digital Svcs,49.99,Fun
3/6/2014,SQ *TAQUERIA GIRASOL SFSU,6.3,Food
3/6/2014,PLAYSTATION SONYENTERT,5,Fun
3/6/2014,RED TOMATOE PIZZA HOUS,22.41,Fun
3/8/2014,SQ *CAFE YESTERDAY,17.4,Food
3/8/2014,PEGASUS BOOKS,17.44,Gear
3/8/2014,USPS 05064295523504616,16.05,Misc
3/9/2014,VZWRLSS*APOCC VISE,124.39,Util
3/10/2014,AU COQUELET CAFE,7,Food
3/11/2014,COMCAST          COMCAST    0500741507  SPA WEB ID: C815540000,70.94,Util
3/12/2014,PIER 23,24,Fun
3/12/2014,MONTEREY MARKET,37.75,Food
3/12/2014,INTUIT *TURBOTAX,91.98,Home
3/12/2014,CHEVRON 00090877,44.55,Trans
3/12/2014,ALMARE LLC,5.5,Food
3/12/2014,GIOIA PIZZERIA,8.25,Food
3/13/2014,TOYO JAPANESE RESTAURANT,56,Food
3/13/2014,ATHINEON,9.99,Food
3/14/2014,WALGREENS #15025,13.07,Health
3/14/2014,ROXANNE C FISCELLA MD,20,Health
3/15/2014,BAY READER,1.52,Misc
3/15/2014,THE BLOC,30,Food
3/15/2014,BEYOND BREAD       QPS,8.38,Food
3/16/2014,MONTE CRISTO TAQUE,8.23,Food
3/16/2014,PLIA-SABINO CANYON RD,14.95,Fun
3/16/2014,FASTRAK CSC,25,Trans
3/16/2014,BOBO`S RESTAURANT,26.19,Food
3/17/2014,WILKO,21,Food
3/17/2014,EINSTEIN BROS BAGELS1653,6.73,Food
3/18/2014,"OTGMANAGEMENTTUCSON, LLC",11.65,Food
3/18/2014,ATHINEON,9.6,Food
3/18/2014,PET VET/PET FOOD -,48.36,Cats
3/18/2014,BANGKOK THAI CUISINE,25,Food
3/19/2014,WHOLEFDS BRK 10006,6.99,Food
3/19/2014,BERKELEY FAMILY DENTAL,120,Health
3/19/2014,SQ *TAQUERIA GIRASOL SFSU,7.15,Food
3/19/2014,TRADER JOES #186  QPS,23.32,Food
3/19/2014,TRADER JOES #186  QPS,4.58,Food
3/20/2014,JUPITER,20,Food
3/20/2014,RED TOMATOE PIZZA HOUS,14.75,Fun
3/22/2014,MAGNANIS POULTRY,18.97,Food
3/22/2014,COUNTRY CHEESE COFFEE MAR,21.39,Food
3/22/2014,MONTEREY MARKET,120.46,Food
3/26/2014,TRADER JOES #186  QPS,6.98,Food
3/27/2014,EAST BAY NURSERY,61.36,Home
3/29/2014,MONTE CRISTO TAQUE,18.58,Food
3/30/2014,PET FOOD EXPRESS 3027,32.27,Cats
3/31/2014,PGE,57.24,Util
3/31/2014,EBMUD,45.8,Util
4/1/2014,Rent,1219,Rent
4/1/2014,CHEVRON 00090877,42.35,Trans
4/1/2014,LUCKY HOUSE THAI,10,Food
4/2/2014,TFI*TICKETFLY EVENTS,18.7,Fun
4/2/2014,LAMA BEANS,13.35,Food
4/3/2014,ATM WITHDRAWAL                       000727  04/032150 SHAT,100,Cash
4/3/2014,TRADER JOES 186 QPS,16.34,Food
4/3/2014,MANDARIN GARDEN,10,Food
4/4/2014,WAL-MART 1992,8.27,Misc
4/4/2014,MCDONALDS F17505,5.4,Food
4/5/2014,STARBUCKS 11746 ONTARIO,7.9,Food
4/5/2014,BANGKOK THAI CUISINE,20,Food
4/5/2014,QUICK GAS VALERO,10.81,Trans
4/5/2014,ALAMO RENT-A-CAR,65.51,Travel
4/6/2014,COUNTRY CHEESE COFFEE MAR,21.52,Food
4/6/2014,MONTEREY MARKET,33.03,Food
4/7/2014,FRSTGVG*LAKEBAIKALHERITAG,300,Misc
4/9/2014,The Thing with Feathers: The Surprising Lives of Birds and What They Reveal About Being Human,22.32,Gear
4/9/2014,VZWRLSS*APOCC VISE,125.04,Util
4/9/2014,MESOB ETHIOPIAN RESTAURA,45,Food
4/9/2014,PET VET/PET FOOD,64.16,Cats
4/9/2014,THE HOME DEPOT 627,16.32,Home
4/9/2014,LAMA BEANS,10.9,Food
4/10/2014,SQ *TAQUERIA GIRASOL SFSU,6.83,Food
4/10/2014,CI OF BERKELEY SHATTUCK,1.8,Misc
4/11/2014,COMCAST          COMCAST    0500741507  SPA WEB ID: C815540000,70.94,Util
4/11/2014,SUSHIKO JAPANESE RESTAUR,15,Food
4/11/2014,SFSU STATION CAFE,4.3,Food
4/12/2014,TRADER JOES 186 QPS,14.46,Food
4/12/2014,MONTEREY MARKET,55.56,Food
4/13/2014,LA MISSION,22.29,Food
4/13/2014,FASTRAK CSC 415-486-8655,25,Trans
4/15/2014,Canon imageCLASS LBP6000 Compact Laser Printer,54.49,Gear
4/16/2014,COUNTRY CHEESE COFFEE MAR,18.28,Food
4/16/2014,JAYAKARTA RESTAURANT,17.93,Food
4/16/2014,MONTEREY MARKET,27.06,Food
4/18/2014,BANGKOK THAI CUISINE,23,Food
4/19/2014,TRADER JOES 186 QPS,30.21,Food
4/19/2014,SQ *CAFE YESTERDAY,20.6,Food
4/20/2014,FELLINI COFFEE BAR ,13,Fun
4/21/2014,MONTE CRISTO TAQUE,9.97,Food
4/21/2014,SQ *TAQUERIA GIRASOL SFSU,7.57,Food
4/22/2014,TRADER JOES #186 QPS ,13.75,Food
4/22/2014,MONTE CRISTO TAQUE ,9.59,Food
4/22/2014,SFSU STATION CAFE ,3.81,Food
4/22/2014,BERKELEY ACE HDWE ,6.53,Home
4/23/2014,Agricola World Championship Deck Expansion,14.99,Fun
4/23/2014,CHEVRON 00090877 ,44.98,Trans
4/23/2014,BERONIO LUMBER STORE 1 ,120.63,Home
4/23/2014,SFSU STATION CAFE ,2.7,Food
4/23/2014,BERONIO LUMBER STORE 1 ,56.17,Home
4/23/2014,BANGKOK THAI CUISINE ,24,Food
4/24/2014,ANGELINES LOUISIA ,20,Food
4/24/2014,SQ *TAQUERIA GIRASOL SFSU San Francisco CA ,8.04,Food
4/24/2014,PET FOOD EXPRESS 3027 ,32.27,Cats
4/24/2014,RED TOMATOE PIZZA HOUS ,14.75,Fun
4/25/2014,WPY*Honeyfund 855-469-3729 VA ,200,Misc
4/26/2014,COUNTRY CHEESE COFFEE MAR ,19.35,Food
4/26/2014,MONTEREY MARKET ,65.89,Food
4/26/2014,MAGNANIS POULTRY ,12.99,Food
4/26/2014,BERKELEY ACE HDWE ,8.16,Home
4/27/2014,BEAST AND THE HARE ,47,Food
4/28/2014,ATM WITHDRAWAL                       006174  04/262150 SHAT,100,Cash
4/28/2014,PIZZA MODA,15,Food
4/28/2014,FLOAT,37,Fun
4/28/2014,FLOAT,37,Fun
4/28/2014,TRADER JOES #186 QPS ,7.87,Food
4/29/2014,PBW RPP PERMITS 866-226-9288 CA ,45,Trans
4/29/2014,BANGKOK THAI CUISINE ,25,Food
4/30/2014,PGE,45.64,Util
4/30/2014,EBMUD,45.8,Util
4/30/2014,PAYPAL           INST XFER  42KJ282B7DQAL   WEB ID: PAYPALSI66,28,Misc
4/30/2014,LAMA BEANS ,11.17,Food
5/1/2014,Rent,1219,Rent
5/3/2014,"Now Foods Organic Whey Protein, 1 Pound",28.87,Food
5/3/2014,PET FOOD EXPRESS 3027 510-486-9600 CA ,61.69,Cats
5/3/2014,LEDGERS LIQUORS ,87.41,Fun
5/3/2014,FASTRAK CSC 415-486-8655 CA ,25,Trans
5/5/2014,AL LASHERS ELECTRONICS ,21.09,Misc
5/6/2014,TRADER JOES #186 QPS ,9.77,Food
5/7/2014,MONTE CRISTO TAQUE ,9.97,Food
5/9/2014,VZWRLSS*APOCC VISE 800-922-0204 NJ ,125.16,Util
5/9/2014,EB GAMES #4887 ,143.84,Fun
5/10/2014,TRADER JOES #186 QPS ,31.9,Food
5/10/2014,MONTEREY MARKET ,92.05,Food
5/12/2014,COMCAST          COMCAST    0500741507  SPA WEB ID: C815540000,70.94,Util
5/13/2014,VIKS CHAAT CORNER ,10.63,Food
5/13/2014,VIKS MARKET CORNER ,4.98,Food
5/13/2014,SFSU STATION CAFE ,4.3,Food
5/14/2014,THEECONOMIST NEWSPAPER MERCEDESRAMOS NY ,36,Gear
5/15/2014,TRIPLE ROCK BREWERY ,15,Food
5/15/2014,SFSU STATION CAFE ,4.3,Food
5/15/2014,RED TOMATOE PIZZA HOUS ,38.77,Fun
5/16/2014,ASI*KICKSTARTER COM 866-749-7545 WA ,15,Fun
5/17/2014,"Del Rossa Mens Fleece Full Length Shawl Collar Bathrobe Robe, Small Medium Blue on White Plaid (A0124P06MD)",59.99,Gear
5/17/2014,TRADER JOES #186 QPS ,14.85,Food
5/19/2014,ATM WITHDRAWAL                       003493  05/172150 SHAT,60,Cash
5/19/2014,TRADER JOES #186 QPS ,20.85,Food
5/19/2014,AU COQUELET CAFE ,6,Food
5/20/2014,MONTE CRISTO TAQUE ,19.95,Food
5/20/2014,BANGKOK THAI CUISINE ,22,Food
5/20/2014,PET FOOD EXPRESS 3027 510-486-9600 CA ,34.86,Cats
5/21/2014,GIOIA PIZZERIA ,25,Food
5/21/2014,CHIPOTLE 0231 ,7.3,Food
5/21/2014,CHEVRON 00090877 ,43.21,Trans
5/23/2014,VIKS CHAAT CORNER ,14.44,Food
5/23/2014,MONTEREY MARKET ,73.36,Food
5/23/2014,BANGKOK THAI CUISINE ,29,Food
5/23/2014,COUNTRY CHEESE COFFEE MAR ,18.2,Food
5/25/2014,TRADER JOES #186 QPS ,13.35,Food
5/26/2014,TRADER JOES #186 QPS ,21.43,Food
5/26/2014,ASHBY LUMBER ,24.03,Home
5/26/2014,ASHBY LUMBER ,6.32,Home
5/26/2014,FASTRAK CSC 415-486-8655 CA ,25,Trans
5/27/2014,ATM WITHDRAWAL                       004622  05/244669 MISS,40,Cash
5/28/2014,TRADER JOES #186 QPS ,18.25,Food
5/28/2014,MONTEREY MARKET ,92.47,Food
5/28/2014,LAMA BEANS ,12.26,Food
5/29/2014,MONTE CRISTO TAQUE BERKELEY CA               05/27,33.03,Food
5/29/2014,RED TOMATOE PIZZA HOUS ,22.21,Fun
5/30/2014,ATHINEON ,10.6,Food
5/30/2014,AIRBNB INC 415-800-5959 CA ,195,Travel
5/30/2014,BETA LOUNGE ,38,Fun
5/31/2014,PGE,49.23,Util
5/31/2014,EBMUD,38.54,Util
5/31/2014,EL RANCHO MARKET MENLO PARK CA ,18.05,Food
6/1/2014,Rent,1219,Rent
6/1/2014,PET VET/PET FOOD - OAKLAND CA ,41.99,Cats
6/2/2014,ATM WITHDRAWAL                       000381  05/312150 SHAT,40,Cash
6/2/2014,AU COQUELET CAFE ,10,Food
6/3/2014,EB GAMES #4887 ,54.99,Fun
6/4/2014,PLN*PRICELINE RENTAL 888-837-3774 CT ,87.75,Travel
6/5/2014,SUNNY SIDE CAFE OXFORD ST ,17,Food
6/6/2014,PET FOOD EXPRESS 3027 510-486-9600 CA ,52.01,Cats
6/6/2014,BART-COLISEUM QPS 5104646979 CA ,6,Travel
6/7/2014,THE OLD MATTRESS FACTORY OMAHA NE ,27,Food
6/8/2014,MONTE CRISTO TAQUE ,19.95,Food
6/8/2014,HAMPTON INNS OMAHA NE ,257.6,Travel
6/9/2014,VZWRLSS*APOCC VISE 800-922-0204 NJ ,125.16,Util
6/10/2014,TRADER JOES #186 QPS ,29.52,Food
6/11/2014,COMCAST          COMCAST    0500741507  SPA WEB ID: C815540000,70.94,Util
6/11/2014,TRADER JOES #186 QPS ,8.27,Food
6/11/2014,PLEARN THAI RESTAURANT ,20,Food
6/12/2014,CHEVRON 00090877 ,45.46,Trans
6/12/2014,LUCKY HOUSE THAI ,10,Food
6/13/2014,MONTEREY MARKET ,60.61,Food
6/13/2014,BANGKOK THAI CUISINE ,20,Food
6/14/2014,TRADER JOES #186 QPS ,29.82,Food
6/16/2014,AU COQUELET CAFE ,24,Food
